0.1332967	0.1137656	-0.1366897	0.08975313	0.019987667	-0.09276488	-0.20265138	0.089325346	-0.20821531	-0.07828569	-0.009044158	-0.05479858	0.2215995	-0.036090303	-0.0057263216	0.028197747
0.28597978	-0.0047487393	-0.11198543	-0.05704593	0.015099302	-0.11287815	-0.017748013	0.4433003	-0.44177645	0.12512155	0.106109954	0.020692844	0.07435473	-0.40769428	-0.11758219	0.42599937
-0.38925773	-0.3759273	-0.31549716	0.118186526	0.048606973	-0.26626873	-0.035141572	-0.073884666	-0.30278558	-0.2421458	0.023314323	-0.08519907	0.23325852	0.12916118	0.12581787	-0.2109219
0.03828212	0.12068888	-0.14373994	0.03348873	-0.15525888	0.107835315	-0.18274282	-0.094187066	-0.07764542	-0.018466547	0.065669976	-0.16974615	0.28787866	0.14395343	0.19158575	-0.012932324
0.035493936	0.14939518	0.025761923	0.16648753	0.10784915	-0.06300175	-0.18001491	-0.09015059	-0.034675717	-0.13588643	-0.12833664	-0.0149146775	0.022128506	0.11025762	-0.011987131	-0.10065206
-0.65337145	-0.8126505	-0.33679792	0.21524352	0.12443922	-0.38085467	0.11349424	-0.21984638	-0.34696922	-0.33499032	0.14449245	-0.08321992	0.3155048	0.32559022	0.4093125	-0.4285872
0.13972767	0.14326322	-0.056329723	0.004187931	-0.058122106	0.014484665	-0.0960855	0.0792606	-0.08387112	0.07178356	0.032517217	-0.1119877	0.19813406	-0.03005882	0.045150947	0.08831752
0.028183017	0.016891563	-0.18367465	0.04759571	0.030315664	-0.20883836	0.010764726	0.13812394	-0.16696051	-0.058268808	-0.10250156	0.08482548	0.0618223	-0.05610404	-0.085628964	0.0011596838
-0.50796163	-0.24627449	0.0806929	0.4020328	0.26162344	-0.2090131	-0.364711	-0.41370067	0.18245336	-0.4267877	-0.1187627	0.14518633	-0.016556	0.44178453	-0.03061295	-0.47034162
0.00029025887	-0.06080087	-0.26482144	-0.058382902	-0.188911	-0.07969226	0.09970637	0.024753055	-0.22987694	0.05198852	0.005165123	-0.18307568	0.26480234	-0.030798579	0.20469333	0.020984536
0.35759616	-0.09980885	-0.35501304	-0.18816844	-0.09415632	-0.35207444	0.2007387	0.2943767	-0.23959763	0.1868895	-0.5188996	0.02661336	0.021612415	-0.19404921	-0.1660008	0.20847158
0.21926191	0.14847171	-0.039666466	0.37750995	0.38908312	-0.342394	-0.14274228	0.20673978	-0.111090146	-0.3433622	-0.5126118	0.43956184	-0.37763536	-0.19464293	-0.5373482	-0.22871229
0.10777054	0.41959327	0.2184224	0.3454225	0.23426518	0.113505036	-0.47908744	-0.29823783	0.2532581	-0.29976466	-0.20616138	0.17576724	-0.07977627	0.35148633	-0.23434466	-0.24114656
0.028487546	0.12706092	0.06476135	0.024052314	-0.03028684	0.036363494	-0.2054656	0.051070586	-0.031927966	0.025356589	0.21709102	-0.09570355	0.15656939	0.00032334446	0.038573522	0.04903853
0.50584716	0.29887015	0.15805665	-0.23368716	-0.31438935	0.3530304	-0.10632532	0.0109227365	0.024670627	0.36056513	0.40180084	-0.24983236	0.25740704	-0.09872039	0.15212804	0.5476029
0.35322428	-0.01640201	-0.11263379	0.057151884	0.1473391	-0.12466292	-0.0039092205	0.36373806	-0.28107405	0.02337978	-0.026357982	0.09065659	-0.022155775	-0.42219186	-0.31152877	0.32395345
